acetic,citric,suger,salt,SO2free,SO2tota,pH,sulfate,alcohol,quality
0.130,0.270,4.600,0.080,34.000,172.000,3.230,0.390,11.100,0.700
0.280,0.340,1.600,0.028,32.000,118.000,3.000,0.380,12.100,0.700
0.170,0.280,1.100,0.034,55.000,108.000,3.000,0.520,11.900,0.700
0.210,0.370,2.400,0.026,23.000,100.000,3.150,0.380,11.400,0.700
0.300,0.270,1.700,0.014,45.000,104.000,3.400,0.560,12.600,0.700
0.260,0.360,2.000,0.054,30.000,121.000,3.090,0.720,11.600,0.700
0.190,0.350,1.700,0.036,33.000,101.000,3.210,0.540,10.800,0.700
0.480,0.360,3.500,0.030,31.000,135.000,3.140,0.380,12.200,0.700
0.320,0.270,7.100,0.027,37.000,122.000,3.150,0.600,12.600,0.700
0.140,0.510,4.300,0.028,57.000,124.000,2.910,0.540,10.700,0.700
0.190,0.310,6.300,0.034,17.000,103.000,3.150,0.520,11.400,0.700
0.350,0.310,2.600,0.036,37.000,92.000,3.270,0.530,12.800,0.700
0.310,0.320,1.600,0.036,34.000,114.000,3.190,0.450,11.400,0.700
0.190,0.320,18.750,0.047,32.000,193.000,3.100,0.500,9.300,0.700
